"Contig" "Length" "Chromosome_Position"
"Chr2_supercontig_000001333" 110748 677155718
"Chr2_supercontig_000001334" 64233 677219951
"Chr2_supercontig_000001335" 12074 677232025
"Chr2_supercontig_000001336" 27741 677259766
"Chr2_supercontig_000001337" 16737 677276503
"Chr2_supercontig_000001338" 95032 677371535
"Chr2_supercontig_000001339" 73606 677445141
"Chr2_supercontig_000001340" 66419 677511560
"Chr2_supercontig_000001341" 31947 677543507
"Chr2_supercontig_000001342" 6668 677550175
"Chr2_supercontig_000001343" 108627 677658802
"Chr2_supercontig_000001344" 67517 677726319
"Chr2_supercontig_000001345" 57176 677783495
"Chr2_supercontig_000001346" 11695 677795190
"Chr2_supercontig_000001347" 72160 677867350
"Chr2_supercontig_000001348" 23936 677891286
"Chr2_supercontig_000001349" 38110 677929396
"Chr2_supercontig_000001350" 31834 677961230
"Chr2_supercontig_000001351" 23657 677984887
"Chr2_supercontig_000001352" 35417 678020304
"Chr2_supercontig_000001353" 23036 678043340
"Chr2_supercontig_000001354" 239366 678282706
"Chr2_supercontig_000001355" 23629 678306335
"Chr2_supercontig_000001356" 46865 678353200
"Chr2_supercontig_000001357" 46588 678399788
"Chr2_supercontig_000001358" 116986 678516774
"Chr2_supercontig_000001359" 52190 678568964
"Chr2_supercontig_000001360" 65818 678634782
"Chr2_supercontig_000001361" 65206 678699988
"Chr2_supercontig_000001362" 64529 678764517
"Chr2_supercontig_000001363" 27827 678792344
"Chr2_supercontig_000001364" 47997 678840341
"Chr2_supercontig_000001365" 85738 678926079
"Chr2_supercontig_000001366" 81134 679007213
"Chr2_supercontig_000001367" 40137 679047350
"Chr2_supercontig_000001368" 78119 679125469
"Chr2_supercontig_000001369" 131486 679256955
"Chr2_supercontig_000001370" 39423 679296378
"Chr2_supercontig_000001371" 82743 679379121
"Chr2_supercontig_000001372" 123607 679502728
"Chr2_supercontig_000001373" 30141 679532869
"Chr2_supercontig_000001374" 45760 679578629
"Chr2_supercontig_000001375" 17597 679596226
"Chr2_supercontig_000001376" 33530 679629756
"Chr2_supercontig_000001377" 14629 679644385
"Chr2_supercontig_000001378" 26585 679670970
"Chr2_supercontig_000001379" 5060 679676030
"Chr2_supercontig_000001380" 32197 679708227
"Chr2_supercontig_000001381" 32832 679741059
"Chr2_supercontig_000001382" 14384 679755443
"Chr2_supercontig_000001383" 97914 679853357
"Chr2_supercontig_000001384" 187820 680041177
"Chr2_supercontig_000001385" 94584 680135761
"Chr2_supercontig_000001386" 156811 680292572
"Chr2_supercontig_000001387" 27693 680320265
"Chr2_supercontig_000001388" 73973 680394238
"Chr2_supercontig_000001389" 93337 680487575
"Chr2_supercontig_000001390" 15079 680502654
"Chr2_supercontig_000001391" 65302 680567956
"Chr2_supercontig_000001392" 43459 680611415
"Chr2_supercontig_000001393" 51107 680662522
"Chr2_supercontig_000001394" 34071 680696593
"Chr2_supercontig_000001395" 166671 680863264
"Chr2_supercontig_000001396" 22438 680885702
"Chr2_supercontig_000001397" 45538 680931240
"Chr2_supercontig_000001398" 62501 680993741
"Chr2_supercontig_000001399" 90281 681084022
"Chr2_supercontig_000001400" 46846 681130868
"Chr2_supercontig_000001401" 16966 681147834
"Chr2_supercontig_000001402" 47525 681195359
"Chr2_supercontig_000001403" 93888 681289247
"Chr2_supercontig_000001404" 102864 681392111
"Chr2_supercontig_000001405" 59364 681451475
"Chr2_supercontig_000001406" 60370 681511845
"Chr2_supercontig_000001407" 52039 681563884
"Chr2_supercontig_000001408" 46289 681610173
"Chr2_supercontig_000001409" 36427 681646600
"Chr2_supercontig_000001410" 20642 681667242
"Chr2_supercontig_000001411" 15814 681683056
"Chr2_supercontig_000001412" 35465 681718521
"Chr2_supercontig_000001413" 48658 681767179
"Chr2_supercontig_000001414" 54071 681821250
"Chr2_supercontig_000001415" 17113 681838363
"Chr2_supercontig_000001416" 23789 681862152
"Chr2_supercontig_000001417" 61025 681923177
"Chr2_supercontig_000001418" 63695 681986872
"Chr2_supercontig_000001419" 160621 682147493
"Chr2_supercontig_000001420" 40819 682188312
"Chr2_supercontig_000001421" 98066 682286378
"Chr2_supercontig_000001422" 16725 682303103
"Chr2_supercontig_000001423" 6209 682309312
"Chr2_supercontig_000001424" 35377 682344689
"Chr2_supercontig_000001425" 31111 682375800
"Chr2_supercontig_000001426" 33866 682409666
"Chr2_supercontig_000001427" 14761 682424427
"Chr2_supercontig_000001428" 10373 682434800
"Chr2_supercontig_000001429" 9848 682444648
"Chr2_supercontig_000001430" 243421 682688069
"Chr2_supercontig_000001431" 34854 682722923
"Chr2_supercontig_000001432" 47237 682770160
"Chr2_supercontig_000001433" 32873 682803033
"Chr2_supercontig_000001434" 198150 683001183
"Chr2_supercontig_000001435" 243112 683244295
"Chr2_supercontig_000001436" 27618 683271913
"Chr2_supercontig_000001437" 31934 683303847
"Chr2_supercontig_000001438" 61322 683365169
"Chr2_supercontig_000001439" 30697 683395866
"Chr2_supercontig_000001440" 9705 683405571
"Chr2_supercontig_000001441" 37931 683443502
"Chr2_supercontig_000001442" 27967 683471469
"Chr2_supercontig_000001443" 92595 683564064
"Chr2_supercontig_000001444" 55955 683620019
"Chr2_supercontig_000001445" 67359 683687378
"Chr2_supercontig_000001446" 141645 683829023
"Chr2_supercontig_000001447" 76201 683905224
"Chr2_supercontig_000001448" 35784 683941008
"Chr2_supercontig_000001449" 2245 683943253
"Chr2_supercontig_000001450" 64597 684007850
"Chr2_supercontig_000001451" 27954 684035804
"Chr2_supercontig_000001452" 52852 684088656
"Chr2_supercontig_000001453" 32681 684121337
"Chr2_supercontig_000001454" 29000 684150337
"Chr2_supercontig_000001455" 33804 684184141
"Chr2_supercontig_000001456" 51911 684236052
"Chr2_supercontig_000001457" 65792 684301844
"Chr2_supercontig_000001458" 99522 684401366
"Chr2_supercontig_000001459" 23357 684424723
"Chr2_supercontig_000001460" 43769 684468492
"Chr2_supercontig_000001461" 31588 684500080
"Chr2_supercontig_000001462" 65037 684565117
"Chr2_supercontig_000001463" 91586 684656703
"Chr2_supercontig_000001464" 37214 684693917
"Chr2_supercontig_000001465" 98011 684791928
"Chr2_supercontig_000001466" 56688 684848616
"Chr2_supercontig_000001467" 79351 684927967
"Chr2_supercontig_000001468" 41739 684969706
"Chr2_supercontig_000001469" 37521 685007227
"Chr2_supercontig_000001470" 65031 685072258
"Chr2_supercontig_000001471" 137625 685209883
"Chr2_supercontig_000001472" 52649 685262532
"Chr2_supercontig_000001473" 172199 685434731
"Chr2_supercontig_000001474" 80260 685514991
"Chr2_supercontig_000001475" 62770 685577761
"Chr2_supercontig_000001476" 46908 685624669
"Chr2_supercontig_000001477" 54389 685679058
"Chr2_supercontig_000001478" 108207 685787265
"Chr2_supercontig_000001479" 19909 685807174
"Chr2_supercontig_000001480" 36552 685843726
"Chr2_supercontig_000001481" 31751 685875477
"Chr2_supercontig_000001482" 121594 685997071
"Chr2_supercontig_000001483" 39232 686036303
"Chr2_supercontig_000001484" 72510 686108813
"Chr2_supercontig_000001485" 105620 686214433
"Chr2_supercontig_000001486" 123905 686338338
"Chr2_supercontig_000001487" 44441 686382779
"Chr2_supercontig_000001488" 297103 686679882
"Chr2_supercontig_000001489" 30733 686710615
"Chr2_supercontig_000001490" 47233 686757848
"Chr2_supercontig_000001491" 18442 686776290
"Chr2_supercontig_000001492" 30199 686806489
"Chr2_supercontig_000001493" 61252 686867741
"Chr2_supercontig_000001494" 75134 686942875
"Chr2_supercontig_000001495" 64830 687007705
"Chr2_supercontig_000001496" 58564 687066269
"Chr2_supercontig_000001497" 164487 687230756
"Chr2_supercontig_000001498" 58725 687289481
"Chr2_supercontig_000001499" 105238 687394719
"Chr2_supercontig_000001500" 13237 687407956
"Chr2_supercontig_000001501" 51419 687459375
"Chr2_supercontig_000001502" 18183 687477558
"Chr2_supercontig_000001503" 38857 687516415
"Chr2_supercontig_000001504" 33672 687550087
"Chr2_supercontig_000001505" 30486 687580573
"Chr2_supercontig_000001506" 92176 687672749
"Chr2_supercontig_000001507" 33118 687705867
"Chr2_supercontig_000001508" 89991 687795858
"Chr2_supercontig_000001509" 39406 687835264
"Chr2_supercontig_000001510" 99690 687934954
"Chr2_supercontig_000001511" 28892 687963846
"Chr2_supercontig_000001512" 68330 688032176
"Chr2_supercontig_000001513" 55975 688088151
"Chr2_supercontig_000001514" 58420 688146571
"Chr2_supercontig_000001515" 4500 688151071
"Chr2_supercontig_000001516" 38904 688189975
"Chr2_supercontig_000001517" 58677 688248652
"Chr2_supercontig_000001518" 45663 688294315
"Chr2_supercontig_000001519" 41744 688336059
"Chr2_supercontig_000001520" 38113 688374172
"Chr2_supercontig_000001521" 33931 688408103
"Chr2_supercontig_000001522" 31573 688439676
"Chr2_supercontig_000001523" 113534 688553210
"Chr2_supercontig_000001524" 9353 688562563
"Chr2_supercontig_000001525" 107695 688670258
"Chr2_supercontig_000001526" 49874 688720132
"Chr2_supercontig_000001527" 62767 688782899
"Chr2_supercontig_000001528" 42018 688824917
"Chr2_supercontig_000001529" 24166 688849083
"Chr2_supercontig_000001530" 51149 688900232
"Chr2_supercontig_000001531" 59476 688959708
"Chr2_supercontig_000001532" 20012 688979720
"Chr2_supercontig_000001533" 106207 689085927
"Chr2_supercontig_000001534" 73899 689159826
"Chr2_supercontig_000001535" 16040 689175866
"Chr2_supercontig_000001536" 79206 689255072
"Chr2_supercontig_000001537" 99793 689354865
"Chr2_supercontig_000001538" 48570 689403435
"Chr2_supercontig_000001539" 208134 689611569
"Chr2_supercontig_000001540" 31002 689642571
"Chr2_supercontig_000001541" 71324 689713895
"Chr2_supercontig_000001542" 37216 689751111
"Chr2_supercontig_000001543" 41329 689792440
"Chr2_supercontig_000001544" 71280 689863720
"Chr2_supercontig_000001545" 64320 689928040
"Chr2_supercontig_000001546" 8555 689936595
"Chr2_supercontig_000001547" 20324 689956919
"Chr2_supercontig_000001548" 136387 690093306
"Chr2_supercontig_000001549" 37148 690130454
"Chr2_supercontig_000001550" 78473 690208927
"Chr2_supercontig_000001551" 146303 690355230
"Chr2_supercontig_000001552" 13074 690368304
"Chr2_supercontig_000001553" 31683 690399987
"Chr2_supercontig_000001554" 41264 690441251
"Chr2_supercontig_000001555" 55938 690497189
"Chr2_supercontig_000001556" 46587 690543776
"Chr2_supercontig_000001557" 30657 690574433
"Chr2_supercontig_000001558" 28061 690602494
"Chr2_supercontig_000001559" 66942 690669436
"Chr2_supercontig_000001560" 52764 690722200
"Chr2_supercontig_000001561" 57636 690779836
"Chr2_supercontig_000001562" 68560 690848396
"Chr2_supercontig_000001563" 66736 690915132
"Chr2_supercontig_000001564" 40475 690955607
"Chr2_supercontig_000001565" 29160 690984767
"Chr2_supercontig_000001566" 32460 691017227
"Chr2_supercontig_000001567" 55574 691072801
"Chr2_supercontig_000001568" 87217 691160018
"Chr2_supercontig_000001569" 109455 691269473
"Chr2_supercontig_000001570" 24460 691293933
"Chr2_supercontig_000001571" 12718 691306651
"Chr2_supercontig_000001572" 43367 691350018
"Chr2_supercontig_000001573" 15464 691365482
"Chr2_supercontig_000001574" 87055 691452537
"Chr2_supercontig_000001575" 57027 691509564
"Chr2_supercontig_000001576" 76183 691585747
"Chr2_supercontig_000001577" 87737 691673484
"Chr2_supercontig_000001578" 23362 691696846
"Chr2_supercontig_000001579" 147288 691844134
"Chr2_supercontig_000001580" 100756 691944890
"Chr2_supercontig_000001581" 102705 692047595
"Chr2_supercontig_000001582" 83374 692130969
"Chr2_supercontig_000001583" 38804 692169773
"Chr2_supercontig_000001584" 37460 692207233
"Chr2_supercontig_000001585" 63704 692270937
"Chr2_supercontig_000001586" 101276 692372213
"Chr2_supercontig_000001587" 24059 692396272
"Chr2_supercontig_000001588" 8311 692404583
"Chr2_supercontig_000001589" 63128 692467711
"Chr2_supercontig_000001590" 74721 692542432
"Chr2_supercontig_000001591" 31044 692573476
"Chr2_supercontig_000001592" 61112 692634588
"Chr2_supercontig_000001593" 44060 692678648
"Chr2_supercontig_000001594" 62916 692741564
"Chr2_supercontig_000001595" 88129 692829693
"Chr2_supercontig_000001596" 40779 692870472
"Chr2_supercontig_000001597" 10623 692881095
"Chr2_supercontig_000001598" 54621 692935716
"Chr2_supercontig_000001599" 50333 692986049
"Chr2_supercontig_000001600" 26854 693012903
"Chr2_supercontig_000001601" 54175 693067078
"Chr2_supercontig_000001602" 26330 693093408
"Chr2_supercontig_000001603" 35706 693129114
"Chr2_supercontig_000001604" 54068 693183182
"Chr2_supercontig_000001605" 57662 693240844
"Chr2_supercontig_000001606" 11455 693252299
"Chr2_supercontig_000001607" 7400 693259699
"Chr2_supercontig_000001608" 69949 693329648
"Chr2_supercontig_000001609" 92578 693422226
"Chr2_supercontig_000001610" 43758 693465984
"Chr2_supercontig_000001611" 36790 693502774
"Chr2_supercontig_000001612" 35396 693538170
"Chr2_supercontig_000001613" 62686 693600856
"Chr2_supercontig_000001614" 17111 693617967
"Chr2_supercontig_000001615" 90574 693708541
"Chr2_supercontig_000001616" 48344 693756885
"Chr2_supercontig_000001617" 1887 693758772
"Chr2_supercontig_000001618" 32000 693790772
"Chr2_supercontig_000001619" 25244 693816016
"Chr2_supercontig_000001620" 65164 693881180
"Chr2_supercontig_000001621" 49590 693930770
"Chr2_supercontig_000001622" 44261 693975031
"Chr2_supercontig_000001623" 13426 693988457
"Chr2_supercontig_000001624" 59719 694048176
"Chr2_supercontig_000001625" 74576 694122752
"Chr2_supercontig_000001626" 40326 694163078
"Chr2_supercontig_000001627" 13838 694176916
"Chr2_supercontig_000001628" 64946 694241862
"Chr2_supercontig_000001629" 40076 694281938
"Chr2_supercontig_000001630" 21606 694303544
"Chr2_supercontig_000001631" 19539 694323083
"Chr2_supercontig_000001632" 38397 694361480
"Chr2_supercontig_000001633" 55939 694417419
"Chr2_supercontig_000001634" 65283 694482702
"Chr2_supercontig_000001635" 28556 694511258
"Chr2_supercontig_000001636" 43950 694555208
"Chr2_supercontig_000001637" 48056 694603264
"Chr2_supercontig_000001638" 49704 694652968
"Chr2_supercontig_000001639" 23742 694676710
"Chr2_supercontig_000001640" 42487 694719197
"Chr2_supercontig_000001641" 24515 694743712
"Chr2_supercontig_000001642" 29684 694773396
"Chr2_supercontig_000001643" 26621 694800017
"Chr2_supercontig_000001644" 87532 694887549
"Chr2_supercontig_000001645" 14895 694902444
"Chr2_supercontig_000001646" 21481 694923925
"Chr2_supercontig_000001647" 37676 694961601
"Chr2_supercontig_000001648" 97271 695058872
"Chr2_supercontig_000001649" 29874 695088746
"Chr2_supercontig_000001650" 14397 695103143
"Chr2_supercontig_000001651" 78959 695182102
"Chr2_supercontig_000001652" 13707 695195809
"Chr2_supercontig_000001653" 68320 695264129
"Chr2_supercontig_000001654" 72921 695337050
"Chr2_supercontig_000001655" 21822 695358872
"Chr2_supercontig_000001656" 66843 695425715
"Chr2_supercontig_000001657" 73394 695499109
"Chr2_supercontig_000001658" 27902 695527011
"Chr2_supercontig_000001659" 17158 695544169
"Chr2_supercontig_000001660" 56862 695601031
"Chr2_supercontig_000001661" 18706 695619737
"Chr2_supercontig_000001662" 39896 695659633
"Chr2_supercontig_000001663" 97150 695756783
"Chr2_supercontig_000001664" 3774 695760557
"Chr2_supercontig_000001665" 71397 695831954
"Chr2_supercontig_000001666" 51790 695883744
"Chr2_supercontig_000001667" 243336 696127080
"Chr2_supercontig_000001668" 19610 696146690
"Chr2_supercontig_000001669" 104584 696251274
"Chr2_supercontig_000001670" 54065 696305339
"Chr2_supercontig_000001671" 32206 696337545
"Chr2_supercontig_000001672" 9952 696347497
"Chr2_supercontig_000001673" 38881 696386378
"Chr2_supercontig_000001674" 47574 696433952
"Chr2_supercontig_000001675" 33788 696467740
"Chr2_supercontig_000001676" 21713 696489453
"Chr2_supercontig_000001677" 17474 696506927
"Chr2_supercontig_000001678" 22644 696529571
"Chr2_supercontig_000001679" 38011 696567582
"Chr2_supercontig_000001680" 7556 696575138
"Chr2_supercontig_000001681" 84093 696659231
"Chr2_supercontig_000001682" 77808 696737039
"Chr2_supercontig_000001683" 12101 696749140
"Chr2_supercontig_000001684" 13467 696762607
"Chr2_supercontig_000001685" 35205 696797812
"Chr2_supercontig_000001686" 22044 696819856
"Chr2_supercontig_000001687" 137181 696957037
"Chr2_supercontig_000001688" 24643 696981680
"Chr2_supercontig_000001689" 51004 697032684
"Chr2_supercontig_000001690" 40608 697073292
"Chr2_supercontig_000001691" 39968 697113260
"Chr2_supercontig_000001692" 33860 697147120
"Chr2_supercontig_000001693" 64997 697212117
"Chr2_supercontig_000001694" 44989 697257106
"Chr2_supercontig_000001695" 32998 697290104
"Chr2_supercontig_000001696" 34391 697324495
"Chr2_supercontig_000001697" 16973 697341468
"Chr2_supercontig_000001698" 10829 697352297
"Chr2_supercontig_000001699" 29337 697381634
"Chr2_supercontig_000001700" 53584 697435218
"Chr2_supercontig_000001701" 64362 697499580
"Chr2_supercontig_000001702" 41172 697540752
"Chr2_supercontig_000001703" 49296 697590048
"Chr2_supercontig_000001704" 11785 697601833
"Chr2_supercontig_000001705" 149959 697751792
"Chr2_supercontig_000001706" 95859 697847651
"Chr2_supercontig_000001707" 55899 697903550
"Chr2_supercontig_000001708" 61104 697964654
"Chr2_supercontig_000001709" 52486 698017140
"Chr2_supercontig_000001710" 151429 698168569
"Chr2_supercontig_000001711" 28199 698196768
"Chr2_supercontig_000001712" 71313 698268081
"Chr2_supercontig_000001713" 53880 698321961
"Chr2_supercontig_000001714" 21007 698342968
"Chr2_supercontig_000001715" 35346 698378314
"Chr2_supercontig_000001716" 37997 698416311
"Chr2_supercontig_000001717" 47395 698463706
"Chr2_supercontig_000001718" 72005 698535711
"Chr2_supercontig_000001719" 6662 698542373
"Chr2_supercontig_000001720" 64748 698607121
"Chr2_supercontig_000001721" 47811 698654932
